tweet_id,@,tweet,date
1307027118816100353,@TheSunnyOne2,"Could somebody convince me to make myself dinner?  Or, better yet, gimme money to buy takeout?  #migraine #depressed #cannotbebothered",Sep 18
1305363312503394304,@behrouzvaziri,"Follow me on Instagram for endless, practical coping skills 😊 instagram.com/p/CE0q8fxhHqC/… #mentalhealth #MentalHealthAwareness #depressed #anxiety #coping #copingskills",Sep 13
1305516123375333376,@FaicDanish,"When #depressed, sleep just isn't sleep anymore, it's an escape..  #depression #depressionfeelslike #DepressionLetsTalk #MentalHealthAwareness #MentalHealthMatters #Mentalhealth #mentalhealthishealth #mentalillness #depressive #MentalHealthMonday #mentalwellness pic.twitter.com/bEZeKNiaBG",Sep 14
1305063583508647936,@heartbrokenzee,All I do is stare at his pics 💔.will this evr get better one day 😞..#sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurt #misshim #needmyking,Sep 13
1306675192949886977,@anastasiahahah,i dont wanna go to school #depressed,Sep 17
1306599152604733452,@callmeoran,this #covid19 makes me know how lonely I am #depressed,Sep 17
1306494384993689600,@jackmoody1999,Daily check in! How are you feeling today?  🤍-Happy 💜-Sad 🤎-OK 💛-Lonely  💔-Depressed  🖤-Lost/empty  💙-Upset 💞-Need friends 💚-Need to talk  If you are feeling any of these tweet below or feel free to dm me! 💚💝💟  #depressed #alone #needfriends #sad #dmme #upset pic.twitter.com/z8HiXMJJI9,Sep 17
1306386091088515082,@naercyzm,"still looking for sunshine, what about you? #idk #anxiety #depressed #KpopTwitter #bts #AllLivesMatter #FolloMe",Sep 16
1305358822219960320,@behrouzvaziri,"If you are reading this, I believe in you, I hear you, and you are enough. #therapy #depressed #anxiety #AloneTogether #lonely #mentalhealth #MentalHealthAwareness",Sep 13
1306926809100029952,@FelizPiez,"#Depressed? So was I.  Nothing worked--not meds, therapy, gurus, God—nothing, until I started #writingfiction. You have your healing inside of you. Write it! More than a #howtobook-a motivational tool. Write your story with #healingfiction.  Take a peek-->>amazon.com/dp/1981138781 pic.twitter.com/NZfejm0hY6",Sep 18
1306388240446951426,@Mark55425271,Anyone wanna talk? Please? #sad #depressed #lonely,Sep 16
1304638576991199233,@SayeedZ6,Depression is created by money.. #depressed,Sep 11
1306735937016139777,@Hamlet65849821,Oh my dearest Ophelia. My woes know no end. I miss you ever so much. But know that my love is eternal and I’m the one who loves you the most RIP #sad #depressed #single,Sep 17
1306452228891381760,@RobinSmith2,Feeling really down #depressed,Sep 16
1306739830639013888,@AlexisJessee17,Just a sad person who don’t have any friends and don’t fit in 😞-Alexis #depressed,Sep 17
1306901082816344066,@ChazSauls,Is there anyone 2 talk to #depressed #sad #HelpOthers,Sep 18
1305376728110501893,@lexikeller8,I’ve been feeling a little sad lately it took a lot of energy to draw this but in the end it made me feel a lot better #drawing #depressed #feelgood instagram.com/p/CFGueH8Dm_A/…,Sep 13
1306638930721333248,@sowhenismydeath,Do you ever just want to cry when someone FINALLY ask if you're ok?   #sad #relatable #sadquote #depressed,Sep 17
1307016260782370817,@Adnan60662931,Wanna come back in normal life #Depressed 😣,Sep 18
1306304609158393856,@AdilAqeel17,"""Depression is a prison where you are both, the suffering prisoner and the cruel jailer.""  #depressed pic.twitter.com/QL9SYN5uyB",Sep 16
1305577592238546945,@Abyss_Kokoro,My mind is like a monsters jail right now. #depressed #anxious,Sep 14
1305600976200568832,@goopkinnie,nobody understands me... #sad #depressed #depressingquotes,Sep 14
1306902247306125313,@shatterluv,Someone please remind my what hopes and dreams are; I can't remember where I left mine. #depressed #mentalhealth #anyonelistening,Sep 18
1305252158795898886,@laurenskazoos,bye guys i’m gonna be #depressed the rest of the week,Sep 13
1307099795484540928,@smoljihoonie17,Taking care of myself is the hardest thing I’ve had to do. #depressed #mentalhealth,23h
1305544101606105088,@IntrovertedPhe1,The end of the world begins when our common sense perish. #Lonely #Emo #Depressed,Sep 14
1306578539962138625,@TimeForT17,"Listening to Classical Music loud enough to block out the crap my neighbor is listening too, I need a Job so I don't have to be here :(  ALL DAY , EVERYDAY !!!  #Depressed #noisyneighbours #FML",Sep 17
1306957045439123465,@Sono_Nessun0_,:D - - :( - - Retwitt if this ever happened to you  #sadtweets #sad #depression #depressed #suicide #Alone #Whenyourcrushistaken #heartbroken  If your crush is taken what would you do? Being sad depressed and heart broken like me? pic.twitter.com/DE2lkzuOZC,Sep 18
1304386031081394177,@Lucifer_Oldest,"We hide to try our feelings, but we forget that our eyes speak.  #depressed #depression #mentalhealth",Sep 11
1305871794126155778,@Momolonde2133,I’m so tired #depressed #โรคซึมเศร้า,Sep 15
1306392295017795584,@May07473952,"take it anymore my depression and anxiety is getting worse every day, I don’t know where to go I don’t have a place to go and I really need help please help me out I really need all the help I can get  #PTSD #depression #anxiety #depressed #help #helpme #PleaseHelp",Sep 16
1306361678850912256,@ShiftSnipe,My pc broken #depressed,Sep 16
1304387680826986497,@Baron1Irene,Single hemispheric sleep is real! It may be causing your depression. Read:  rb.gy/tw2t1q rb.gy/jlyb5x rb.gy/h3llsa rb.gy/qekk3z #sleep #sleeping #DepressionIsReal #depressed #depressive #depressedgang #VeteranSuicide #Veterans,Sep 11
1306958667737042944,@xavierfok,3 Ways to help a depressed friend #mentalhealth #depressed #helpsomeone pic.twitter.com/pR7skWq48P,Sep 18
1306706665056669704,@More4Kids,Teen Depression - is it more than just the blues? --> more4kids.info/1992/teen-depr… #depressed #parenting pic.twitter.com/NpFkDfSni6,Sep 17
1306143629832908802,@LizetMendoza93,"I know from plenty of past experience that yoga makes me feel good, but a #depressed brain is a dumb brain, and today my brain was sooo surprised that yoga made me feel good after I spent last week being a sad sack of potatoes. #MentalHealth",Sep 16
1306606280232976390,@nauserbear,"I woke up feeling #depressed today. #Lifeishard, but life is always hard, so I dug a little deeper. I dug into my closet for my #SeasonalAffectiveDisorder light box. I dug into my associations with today's date and remembered that two years ago today my grandmother died (1/4)",Sep 17
1306753561901096961,@RAprym,"just testing and trying to make some clean lines and paint, in Clip Studio, i dont even know why i'm sharing this.#furryart #Furry asdasdfasdf////............  :'( #depressed- pic.twitter.com/8apgwuDELC",Sep 17
1305823088593043456,@GotTheTek,good morning how are y’all #depressed #suicide #suicidal,Sep 15
1305061575531704321,@heartbrokenzee,How em gonna live without him .. 💔.. #sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurt #misshim,Sep 13
1305834558315618310,@mydeepain,Sept 15 ; 19:38 p. m.  I felt calm with my friends today at school but something make me want to kill my self right now after think abt tht . I am the supervisor at school and I'm not doing my job bcs I want to quit .   part 1  #depressed #pain #hurts,Sep 15
1307070930733207553,@DownandFNout,Today is one of those days where I feel like I’m being pulled into a Black Hole of #depression and I can’t escape!!! It’s almost overwhelming. Just go away pls!! #FridayFeeling #depressed,Sep 18
1305576778270900229,@Abyss_Kokoro,It feels like there are two voices screaming at the same time. And I can't tell to which one should I pay attention. #depressed #anxious,Sep 14
1306896067552780288,@WildFoxTherapy,Nobody chooses to be #depressed. But we do have the power to choose how we deal with it.   We can choose to fight the inner b*tch that keeps us prisoner. Choose to ignore her negative voice & think self compassionate thoughts instead.  Get help here: bit.ly/2Z87jeM pic.twitter.com/ryvj61euwN,Sep 18
1305029420898373632,@CashWoods6,This life is hard #depressed,Sep 12
1306230407977996288,@GastanyFrinzy,"Just done therapy, and discovered I have oscillating mood so I need to add some other mood-stabilizer drugs lol it's a fucking nightmare sometimes, if life had an auto destruction button i would have pressed it long time ago #depressed #bipolarclub",Sep 16
1305723897464135680,@regs___,"getting on birth control, no babies for me #depressed pic.twitter.com/25QHRqKfae",Sep 14
1306767688694468608,@AebJudith,@NeNeLeakes is #narcissistic #depressed and talentless. Good bye #Neneakes,Sep 17
1306617175080230912,@Khooni_Rooney,When you support both Manchester United in #PremierLeague and Kings 11 Punjab in #IPL2020 🤦😭😭  #depressed 😥 pic.twitter.com/SbsJpoMame,Sep 17
1306583517908828160,@Michessiah123,My computer crashed and I lost the build I've been working on for the month 😭😭😭 desperately try to recover my saves so I can reset the computer but it isn't looking good. Laptop gods are cruel 😭😭😭 #depressed,Sep 17
1306743458472706048,@Corey_Feldman,"Funny U should use those very words as I happen 2 B working on a new mix 4 the song #DEPRESSED off #LOVELEFT right now, and the words in the song R: “U can’t keep a Good man down”.",Sep 17
1305904824748105728,@afh_una,There's people around me giving love but I feel nothing. I can't feel anything. I'm numb. #DepressionIsReal #depression #depressed,Sep 15
1305061743178129409,@heartbrokenzee,Has he ever missed me .. 😭#sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurt #misshim,Sep 13
1307105060925648897,@c0ler0neArt,Every time I’m #Depressed I cut myself.. .   A piece of cake 🍰,22h
1306669581134704640,@magannphoto,has 1 recent sale on Dreamstime.com dreamstime.com/royalty-free-s… #Depressed #with #beard,Sep 17
1306392293780447235,@May07473952,"Hi I feel really bad doing this but I really need help financially I have PTSD, depression and anxiety I’m still living with my parents and my dad keeps mental abusing me and I can’t+  #PTSD #depression #depressed #anxiety #help",Sep 16
1304909251387641856,@heartbrokenzee,The thing is I hve decided wht to do ... #sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurt,Sep 12
1307105373451583494,@1hxofficial,"Dark Times available now click soundcloud.com/1hxofficial/da… new music at 1k, follow & share to help me get there. #music #sad #depressed #anxiety pic.twitter.com/L7kUCR0d34",22h
1306256978734350337,@ZamsgA,Hehehe.....💜 Now with my new drawing sign.. #depressed #drawing #doyoulikeit pic.twitter.com/L5f4LwFXk7,Sep 16
1307072099870281736,@PainThinkabout,I'm tired of not getting asked how my day was..💮  #depressed #tired #down #unfairbutnobodycare #sadtweets pic.twitter.com/tXhCJNrpMh,Sep 18
1305875510715711489,@The_Bad_Sad,"I’m back. I’m spiraling. I feel nothing but pressure and anxiety and sadness, and I don’t know if I can come back from this. I’m stuck. #depressed",Sep 15
1306162916983480322,@ChatTogether,10 Reasons People Don’t Reach Out When They’re #Depressed #depression #mentalhealth buff.ly/2E4XKoL by @TheMightySite,Sep 16
1304842728216305664,@heartbrokenzee,When he follows some other girl on instagram ... My heart aches 🥺 and I cry nd cry ... #sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurts,Sep 12
1305851338627186688,@Therudebitch20,I’m done existing I don’t fit in and no one cares about me 😞#depression #depressed,Sep 15
1306681201130975239,@krysO25,Just how im feeling today.. #anxiety #DepressionIsReal #depressed pic.twitter.com/pQhYfbefDQ,Sep 17
1306639238692319233,@WildFoxTherapy,"Gaian Therapy blends cutting edge neuroscience with the ancient, healing powers of Mother Nature. I'm certified in a type of #hypnotherapy that's fast and very effective. It gets to the root of why you're #depressed so we can pull that sucker out!   wildfoxecotherapy.com pic.twitter.com/D8zde7HqiT",Sep 17
1305555316214575105,@beeky__,Please pray for me so my mental pain will finally go.   #depressed #Depression #anxiety,Sep 14
1305378819348541440,@Dolores32158804,I am such a loving person to others but I don’t feel loved back. #depressed,Sep 13
1306815394611593217,@GYUNGMl,i am genuinely unhappy. i use humor to cope with my miserable existence. i was i was died. #sad #depressed #severemommyissues,Sep 17
1306071181628375043,@afh_una,When someone told you to smile but you can't. It made me cried more. #depressed #depression #DepressionIsReal,Sep 15
1306615448197304320,@its_tobi_d,How To Care for a Person Who is Depressed #sad #depressed #hopeless wellnesstracing.wordpress.com/2020/01/18/how…,Sep 17
1306588929550819329,@marcodupolo,During those late nights we truly find out just how alone we really are. You are alone in your own mind flooded by your thoughts. #alone #depressed #empty #confused #teen #emptystreet #broken #emotions #feelings #serotonin #mentalhealth #sad #hurting pic.twitter.com/RB5F5OyztN,Sep 17
1306878310912327682,@paruGurl,doing all kind of online courses to distract myself . #depressed #COVID19 #dublinlockdown,Sep 18
1305784806458839042,@afh_una,I miss the old me. One that always positive. One that always smiling.  #depression #depressed #DepressionIsReal,Sep 15
1306792808242651137,@SpAceToiLLeT,Being a #stayathomedogmom throughout #COVID19 has been so wonderful and now tomorrow I have to put my dog to sleep #depressed,Sep 17
1306299125802049536,@callmeoran,It must feel good to have someone’s considerate about you.. #depressed #alone this is why i need to pet sth alive.,Sep 16
1305770442154823680,@therealnjunga,Unfortunately we lost the boy this morning but who am I to tell you what you already know !!  You know exactly were your power lies and what you must do!!   This nation and its systems have collapsed period !!   #Depressed twitter.com/therealnjunga/…,Sep 15
1305643031828115456,@rachael90969750,do yall ever just wanna drink monster energy drinks until u have heart attack and die bro?? 🔪🖤 #depressed #dhmu💔 #deadinside,Sep 14
1306955071058407424,@Mentalhealthan8,"A mental health disorder characterised by persistently #depressed mood or loss of interest in activities, causing significant impairment in daily life.",Sep 18
1305655487241822208,@babybluhe,Need more friends in my life so I can do fun things. Have t had fun in a while. #depressed,Sep 14
1306268948346941445,@MediaFrolic,More Using Pot When Depressed — But Does it Help?: lttr.ai/Wojn  ##weed #Depressed #Pot pic.twitter.com/hk6iooiEvy,Sep 16
1306859252200419328,@Austin7397,Sleep doesn't help if it's your soul that's tired.  #sad #depressed #alone #lonely #quotes #heartbroken,Sep 18
1307075510732828672,@latoyavermont11,Am so fucking stress out all I wanna do is just shut my self from the world😔. #depressed #stress 😢,Sep 18
1305238631632650240,@rheajind,"Do you feel #depressed or suicidal, read this article to know how to manage depression in this pandemic -medium.com/@Rishabc2/mana… #MentalHealthAwareness",Sep 13
1307025075430883339,@YOU_REDS_1887,Typical @BarnsleyFC have a chance to play @SpursOfficial at Tottenham Hotspur stadium and there’s no chance of going 😭#keyworker #fedup #nofansinstadium #depressed #ohdear,Sep 18
1306730441517543425,@DannyOrWhatever,Art be hard  #illustration #cartoon #doodle #depressed #whee pic.twitter.com/jYx7vw4eiU,Sep 17
1305579797704310785,@Abyss_Kokoro,Let me sink into pain. #depressed #anxious,Sep 14
1305568689174044672,@Abyss_Kokoro,Mentally exhausted. #depressed #anxious,Sep 14
1305057082731671552,@heartbrokenzee,When I see him online in whatsapp ... I think y r u not calling me  😞 ... nd my heart crumbles .. #sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurt #misshim,Sep 13
1306705608356368384,@udontknowme_x,"Having your best friend say ‘your life is perfect, you have no reason to be sad’ has to be one of the worst things someone (especially your ‘best friend’) can say to you. #depressed",Sep 17
1305606486530416641,@delete_8999,𝓝𝓸 𝓲𝓽'𝓼 𝓷𝓸𝓽 𝓯𝓸𝓻 𝓪𝓽𝓽𝓮𝓷𝓽𝓲𝓸𝓷 𝓲𝓽'𝓼 𝔀𝓱𝓪𝓽 𝓲'𝓶 𝓼𝓹𝓮𝓪𝓴𝓲𝓷𝓰 𝓯𝓻𝓸𝓶 𝓽𝓱𝓮 𝓱𝓮𝓪𝓻𝓽 💔🥀 #brokenhearted #hurt #depressed,Sep 14
1304683454639099904,@Suyash_Diplomat,"Of the 365 days of #exam preparation,  I was #stressed for 339 days, #depressed for 217 days, thought of leaving the preparation for 183 days! If you are surviving worse times today, chances are you might be a better #officer tomorrow!  #dontgiveup #itsworthit #SaturdayMotivation",Sep 12
1306708725869219842,@LyssaIsAPerson,I can’t tell if I’m #apocalypse #depressed or just regular type.,Sep 17
1305060626775957509,@heartbrokenzee,I have faded into the dark night ... Will I ever shine again without him by my side .. 😭...!!!#sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurt #misshim,Sep 13
1306066536004751360,@nezukoasis,hawks won this time round again.... i am #depressed #dhmu 💔 twitter.com/nezukoasis/sta…,Sep 15
1305060198655033345,@heartbrokenzee,Miss him a lot ... 💔#sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove #alone #Lonely #hurt #misshim,Sep 13
1306298246336114688,@callmeoran,"Anyway i guess i am dead now. N even im dead, nobody even notices or cares about me #depressed",Sep 16
1304833853383536641,@heartbrokenzee,y do u ignore me 🥺 #sadquotes #wordsofzee #zee #heartbroken #unspokenwords #depressed #sadlove #untoldlove,Sep 12
1305576498942955527,@Abyss_Kokoro,Sometimes I would like to trust. But the pain scares me. #depressed #anxious,Sep 14
1305999774441758727,@BabySistaSha,Trying NOT to be #depressed about there being #3months til 2021..!!! 😟 twitter.com/goodsince82/st…,Sep 15
1305501537939136514,@Charlesjothan,You're not #depressed. You're #broke.,Sep 14
1304868643763900426,@GotTheTek,hey everyone how are u #depressed #suicide #suicidal,Sep 12
1305587333119586306,@df_ilaria,at school I‘m funny at home I‘m acting fine when everyone is asleep I‘m crying #depressed,Sep 14
1306578862814433285,@PaPaSmooth13,Depression and anxiety been fucking with me bad lately letting stress get to me too much I waste too much my time for not enough money and my kids get screwed because of it #fuckthisplace #anxiety #depressed,Sep 17
1306072256376954886,@kogawife,sorry for not tweeting a lot im #Depressed,Sep 15
1305351891878989824,@thekookconnor,"We wanted to grow up so fast now look at us🙄 #Depressed, #Felons, & #Alcoholics 😭",Sep 13
1306388222868676609,@ReeceTurner21,Boys will game have any more pre orders or is that it now? #PlayStation #ps5 #game #depressed,Sep 16
1305891654583291904,@AskHollowVoid,When even death can't accept you Then you know you're fucked  #emo #depression #depressed pic.twitter.com/jxz6wdf9jQ,Sep 15
1305325587276410891,@K0BIO,im not on here #depressed,Sep 13
1305874695216979968,@ArlMargareth,Melancholia kicking in.  #tired #stressed #depressed,Sep 15
1305338423226642438,@wittleghoul,"Dating while #depressed is like...  Them: Do you like to cook?  Me: Nah man, I eat cereal for dinner and don't really ""like"" to do anything.😂",Sep 13
1305581869828898816,@Abyss_Kokoro,My mood right now can't get any better. I'm smad. Yeah. Sad and mad. #depressed #anxious,Sep 14
1305801444029878272,@ThomasLeasure5,"Stay happy every day, you are the reason for someone not to be #depressed #Thankful",Sep 15
1304767596202545152,@WINCC514,Many Americans face bleak winter as Covid takes toll on mental health theguardian.com/us-news/2020/s… #depressed #covid #mentalhealth,Sep 12
1306457503358738432,@find_the_muse,#Today #thatgirlmuse is🤏  #depressed... #coincidence⁉️  #sameshit #Different #day #TodayInHistory  Ontario and Quebec report over 300 new cases of COVID-19 in the last 24 hours twitter.com/i/events/13062…,Sep 16
1305640851280982022,@JasmineEStokes,Doesn't feel like a Monday... #depressed,Sep 14
1305675015136980992,@JackieGon22,Depressionnnnnnnn  #Depresion #depressed,Sep 14
1306829471014477829,@satansmadree,feeling: #depressed,Sep 17
1306608762971721729,@brodietweets_,Started thinking about Patrick Mahomes pay stub again #depressed,Sep 17
1306414881986535424,@halabla5amiss,Real depression is when you stop 🛑 loving the things you love.. #broken_feelings #depressed,Sep 16
1305983165643669504,@RikaPika12,"Fuck you, fuck everyone, I'm done being everyone's binkie they can cry on, I'm not anyone's therapist anymore. I'm done being a damn doormat..  because all people do is take take take. I dont ask for much...but where's my damn shoulder to cry on #depressed #DepressionIsReal",Sep 15
1305591102444011520,@emmamaria_m,"My friends: You okay? Me: Yeah, I’m fine.  My headphones:  star shopping - lil peep 0:35 ━❍──────── -5:32 ↻     ⊲  Ⅱ  ⊳     ↺ VOLUME: ▁▂▃▄▅▆▇ 100%  #depressed",Sep 14
1304360482833276928,@Blackma99971252,If you're sad or depressed if you have anxiety depression cheer up you can do it 👆😉💖  #blackmask #Anxiety #depressed💔,Sep 11
1305173388189601792,@afh_una,"I've been crying without a reason for almost a month every single night. Now, it's hard to cry even if i want to. There's probably no more tears. I used to be a foodie. But now I have no appetite. I started losing weight and now my clothes getting loose. #depressed",Sep 13
1304728541171417095,@ladiesloveghost,I feel pain and don't know why. 😔#DepressionIsReal #depressed #depression,Sep 12
1306851031972749319,@WildFoxTherapy,Think #hypnotherapy is about making you cluck like a chicken?   No!  I use a cutting edge form of hypno that'll change your life.  It gets to the root of why you're #depressed & yanks that sucker out!  Want to know if I can help?  Book a FREE call & see bit.ly/3gDJYHQ pic.twitter.com/zgkaLZPpg2,Sep 18
1306062691996504066,@connoroamek,my favorite 2k but never have anyone to run with...😕 #depressed,Sep 15
1305315364230721537,@callit_oski,The more I tweet the more people feel #depressed  Fuk it,Sep 13
1305219580428791809,@Sad72387255,Check out this Omegle chat log: logs.Omegle.com/8e8f8a5e11c839… #sad #depressed,Sep 13
1306952735674130433,@PoyaSaurabh,Wo bhi sir...... #Depressed man according to #bitch_®hea😠  Sochne wali baat h.....,Sep 18
1304452311662690306,@Manicpower1,𝕴 𝖍𝖆𝖛𝖊 𝖙𝖔 𝖜𝖆𝖘𝖙𝖊 𝖙𝖍𝖎𝖘 𝖚𝖓𝖓𝖊𝖈𝖊𝖘𝖘𝖆𝖗𝖞 𝖙𝖎𝖒𝖊 𝖘𝖔𝖒𝖊𝖍𝖔𝖜.  #Numb #exhausted #bored #depressed #Time,Sep 11
1306555201826906113,@Shan65924328,Depression – how to fight & conquer? / SHOT letgoshots.com/depression-how… #depression #depressed #Overcomedepression #fight,Sep 17
1304579276562411522,@gfx_selena,tag someone  Im so in love with you and i hope you know #sadtweets #depressed #Inlove,Sep 11
1305582964907085825,@Jennaclairee,Lol it’s kind funny how I got all y’all fooled. #depressed #happyontheoutside,Sep 14
1306079374207193088,@gekkoyn,me when i cant respond cuz i dont hav ur number #depressed twitter.com/akukissme/stat…,Sep 15
1305633565263253505,@Electron9t9,"Ok, I got it, depression is the new trend these days, good for you guys, but I chose to be happy and stay old fashioned #depressed",Sep 14
1305622552467906560,@behrouzvaziri,"It’s natural to want acceptance from others, which makes it a victory that much more for you to love and accept yourself despite what others think. #Winning #success #Trauma #resilient #depressed #anxiety #mentalhealth #MentalHealthMatters",Sep 14
1306485553731235841,@warriorchantel,Please reach out if you are feeling #depressed. I know it’s hard but you’re never alone. Taking care of your #MentalHealth is so important and should never have a negative stigma to it. Please ask for help if you need help ❤️ twitter.com/time/status/13…,Sep 16
1304668484199018497,@Kashealuvsu,I feel like I lost touch with the best side of me... #depressed,Sep 11
1306298008355577861,@callmeoran,"I want to feel that “i’ve been dead” so i can reborn n start everything new, but i just cant. Only being “dead forever” and “live until die” to choose.. #depressed",Sep 16
1305902079773306882,@afh_una,Every day keeps on getting worse and soon it will probably be a nightmare #DepressionIsReal #depression #depressed,Sep 15
1305172979379175425,@guess_depressed,"The tears I await, but when it comes i fear it may be too late. #depressed",Sep 13
1306133287245676546,@seuhysk,eggies add me to a spoiler gdm i’m #depressed,Sep 16
1307092475899719681,@Saintawu,"Everynight before i slumber, i am condemned to be haunted by all the embarrassing moments in my finite life from as far as i can remember, until the present time. #bed #depressed",23h
1306105000494428161,@LulanivdM,Me wondering why I feel so #depressed Twitter: Here is what's trending for you honey! Enjoy! Owohoohoo 🤐 #2020worstyear #Mentalhealth pic.twitter.com/glNvciPsfZ,Sep 15
1305641801454419970,@itzyslitzy,"both , sometimes i’m too #depressed😓💔⛓🚬  to take off my clothes",Sep 14
1305579245431906305,@Abyss_Kokoro,There was this time I was alone at home and my anxiety got me really hard. I stayed in the bathroom crying and asking for a help that would never come. #depressed #anxious,Sep 14
