tweet_id,@,tweet,date
1.21021E+18,@ShrineofStJude,Day 2 — Christmas Novena of Masses 2019  Novena Video: bit.ly/christmasnoven… Novena Prayer Cards: bit.ly/christmasnoven… - #MerryChristmas #Christmas #novena #stjude #saintjude #lonely #depressed #depression #save #support #God #family #friends #prayer #intention #catholic pic.twitter.com/iR5yEmKC60,26-Dec
1.21005E+18,@AHS_media,"Perfect holidays only happen in the movies! Enjoy time with family and friends, but try not to build it up too much! If you’re feeling #lonely or #depressed, call 811 24/7 and talk to a registered nurse. #AHS811 bit.ly/1Ydv7IU",25-Dec
1.20998E+18,@VoiceDepression,A 6-minute Christmas Day podcast for those struggling. soundcloud.com/givingvoicetod… #Christmas #ChristmasDay2019 #holidayseason #holidays #depression #depressed #sicknotweak #anxiety #family #MerryChrismas #mentalhealth #mentalillness pic.twitter.com/3lULTlqWpu,25-Dec
1.20995E+18,@FibroWarriorThe,I’ve been trying to feel #happy and be in the #spirit for #Christmas But I feel I’ve not been happy and wasted a day being #depressed and in #pain and have to wait another year for the next one 😢😕 twitter.com/depressionnote…,25-Dec
1.21004E+18,@deearreedoubleu,hahahahah I didn’t read the instructions for the stuffing and I thought I fucked it up but it turned out fine and I still wanna cry I guess I really am #depressed 💅🏼🤪,25-Dec
1.20944E+18,@EirinKidsBooks,"Having a hard time? #Depressed/#anxious? Or just not very cheery? Bit #lonely? Alone? Want a hug? Or someone to talk/write to?  Comment and say “hi”, or whatever. Or post a gif. No judgement.  Or call any of these guys.  We’re here for you💜  #Christmas #MentalHealthMatters #help twitter.com/VickyJones7/st…",24-Dec
1.20971E+18,@OtterlyHopeful,You matter. You are needed. You have so much to give. ❤️  #OtterlyHopeful #MentalHealth #MentalIllness #Depression #Depressed #SuicidePrevention #SuicideAwareness,24-Dec
1.20938E+18,@OtterlyHopeful,"For anyone out there struggling today, remember:  You are brave. 💥  You are courageous. 🦁  You are strong. 💪  We need you. 🧡  #mentalillness #mentalhealth #bipolar #bpd #depression #anxiety #ocd #ADHD #addiction #depressed #anxious #youareenough #otterlyhopeful",24-Dec
1.20947E+18,@VoiceDepression,"The letter read in this 6-minute podcast is for anyone struggling this time of year. This time that is suppose to be festive and ""merry."" bit.ly/2PQG4kn #Christmas #ChristmasEve #tuesdayvibes #depression #grief #sad @johnpavlovitz #alone #lonely #depressed @grieving",24-Dec
1.2096E+18,@MelodyM75,#MentalHealthAtChristmas I feel like no matter what I do I will make someone upset. I just try to please everyone and I no I can't.  #anxiety #depressed twitter.com/depressionnote…,24-Dec
1.2095E+18,@jjho8,"I was getting so #depressed and #lonely I couldn’t move, I didn’t want to do anything. And I thought about how I actually went to London on my own and went on that one date there. And that helped pull me out of my sadness. I’m so glad I did that solo London trip! #loneliness pic.twitter.com/eYFKHjiusS",24-Dec
1.20949E+18,@CATALYSTethos,"Struggling to keep Christmas costs down? If juggling expenses & expectations is making you #stressed or #depressed, there is support to help. Visit bit.ly/Xmascrisis for info about the @sabpNHS crisis line & places to get face-to-face support over Xmas & the New Year. pic.twitter.com/qPxoiT6OpW",24-Dec
1.20971E+18,@JasonLives,"If you text ""Home"" to 741741 when you are feeling #Depressed, #Sad, or going through any kind of #Emotional #Crisis, a Crisis Assistant will text You back Immediately and continue to text with You. Many people prefer text to talking on the phone. It's a Free Service to Anyone.💕 pic.twitter.com/11v9WyzLsA",24-Dec
1.20974E+18,@KarinaMarteenez,my mom got me a weighted blanket so I can sleep less #depressed !! 2020 isn’t ready for that,24-Dec
1.20913E+18,@phoebehnelson,i’m #depressed lol,23-Dec
1.20913E+18,@phoebehnelson,i’m #depressed lol,23-Dec
1.20896E+18,@OtterlyHopeful,"If you’re struggling and feel lonely, helpless, or unloved, please know that we are here with you.   You are not alone.🦦  We are listening.🦦  #OtterlyHopeful #MentalIllness #MentalHealth #Depression #Anxiety #Bipolar #lonely #struggling #support #love #help #depressed",22-Dec
1.20896E+18,@WHOSEARO,"People who are #depressed do not leave their #depression at home when they go to work.  If you are worried about someone, talk to them and offer your support.   🗣️#Letstalk: it can be the first step towards recovery!  #MondayMorning #mondaythoughts #MondayMotivaton pic.twitter.com/bXrTrYitVi",22-Dec
1.20896E+18,@OtterlyHopeful,"If you’re struggling and feel lonely, helpless, or unloved, please know that we are here with you.   You are not alone.🦦  We are listening.🦦  #OtterlyHopeful #MentalIllness #MentalHealth #Depression #Anxiety #Bipolar #lonely #struggling #support #love #help #depressed",22-Dec
1.20896E+18,@WHOSEARO,"People who are #depressed do not leave their #depression at home when they go to work.  If you are worried about someone, talk to them and offer your support.   🗣️#Letstalk: it can be the first step towards recovery!  #MondayMorning #mondaythoughts #MondayMotivaton pic.twitter.com/bXrTrYitVi",22-Dec
1.20842E+18,@w_overloaded,"#DepressionFeelsLike that lethal g-force that will tear apart each and every cell of your body if you don't give up to it.  Here's a short poem elaborating the same: writingoverloaded.wordpress.com/2019/10/22/a-b… If you have the time, do give it a read. #WritingCommunity #poetry #depression #depressed",21-Dec
1.20861E+18,@shaman_of_zen,"If you text ""Home"" to 741741 when you are feeling #Depressed, #Sad, or going through any kind of #Emotional #Crisis, a Crisis Assistant will text You back Immediately and continue to text with You. Many people prefer text to talking on the phone. It's a Free Service to Anyone.",21-Dec
1.20834E+18,@sabpNHS,"Struggling to keep Christmas costs down? If juggling expenses & expectations is making you #stressed or #depressed, there is support to help. Visit bit.ly/Xmascrisis for info about our crisis line & places to get face-to-face support over Xmas & the New Year. pic.twitter.com/kwxxYyuKtS",21-Dec
1.2084E+18,@MelanieBadali,"When Your Friend Is #Pregnant and #Depressed - “Destigmatize the idea of getting treatment, then help her find it.” Another great article by ⁦@PoojaLakshmin⁩. #postpartum #perinatal #mothers #MentalHealth parenting.nytimes.com/pregnancy/pren…",21-Dec
1.20857E+18,@JasonLives,"If you text ""Home"" to 741741 when you are feeling #Depressed, #Sad, or going through any kind of #Emotional #Crisis, a Crisis Assistant will text You back Immediately and continue to text with You. Many people prefer text to talking on the phone. It's a Free Service to Anyone.💕 pic.twitter.com/1dJmckmqlV",21-Dec
1.20861E+18,@shaman_of_zen,"If you text ""Home"" to 741741 when you are feeling #Depressed, #Sad, or going through any kind of #Emotional #Crisis, a Crisis Assistant will text You back Immediately and continue to text with You. Many people prefer text to talking on the phone. It's a Free Service to Anyone.",21-Dec
1.20842E+18,@w_overloaded,"#DepressionFeelsLike that lethal g-force that will tear apart each and every cell of your body if you don't give up to it.  Here's a short poem elaborating the same: writingoverloaded.wordpress.com/2019/10/22/a-b… If you have the time, do give it a read. #WritingCommunity #poetry #depression #depressed",21-Dec
1.20834E+18,@sabpNHS,"Struggling to keep Christmas costs down? If juggling expenses & expectations is making you #stressed or #depressed, there is support to help. Visit bit.ly/Xmascrisis for info about our crisis line & places to get face-to-face support over Xmas & the New Year. pic.twitter.com/kwxxYyuKtS",21-Dec
1.2084E+18,@MelanieBadali,"When Your Friend Is #Pregnant and #Depressed - “Destigmatize the idea of getting treatment, then help her find it.” Another great article by ⁦@PoojaLakshmin⁩. #postpartum #perinatal #mothers #MentalHealth parenting.nytimes.com/pregnancy/pren…",21-Dec
1.20857E+18,@JasonLives,"If you text ""Home"" to 741741 when you are feeling #Depressed, #Sad, or going through any kind of #Emotional #Crisis, a Crisis Assistant will text You back Immediately and continue to text with You. Many people prefer text to talking on the phone. It's a Free Service to Anyone.💕 pic.twitter.com/1dJmckmqlV",21-Dec
1.20794E+18,@TWOsonsTOOmany,"Some of us have #up days and some of us have #down days. It isthe way it goes Do not B #lonely #miserable #depressed this #holidayseason #newbook #OutNow #life has a funny way of being when ya know how to #flipTheScript ""simple tools to change how we live"" amazon.co.uk/dp/1693263742",20-Dec
1.2083E+18,@Loagz_Beatz,"NEW @JuiceWorlddd sad guitar #type beat  ""feelings aside"" available on my youtube, @BeatStars page and all other media!  bsta.rs/25316b2 #beats #producer #sadboy #music #sadmusic #depressed #acousticguitar #hiphop pic.twitter.com/iOGiEUjDAP",20-Dec
1.20798E+18,@paaksaf,#feeling down #suffered bereavement #depressed #mentalhealth seek counselling it’s good to talk pic.twitter.com/qAuZBcWHF3,20-Dec
1.20818E+18,@fat_barb,i have found myself so jaded and cynical lately i can't even get excited for follow friday #followfriday #depressed #lowfolloweraccountdepressed,20-Dec
1.20801E+18,@VoiceDepression,"Take care of your beautiful selves.  If that involves a little peer support in privacy, please sample the Giving Voice to Depression podcast. You are not alone. soundcloud.com/givingvoicetod… #FridayThoughts #peersupport #depression #depressed #holidays #mentalhealth #selfcare pic.twitter.com/qsMBHAo328",20-Dec
1.20794E+18,@TWOsonsTOOmany,"Some of us have #up days and some of us have #down days. It isthe way it goes Do not B #lonely #miserable #depressed this #holidayseason #newbook #OutNow #life has a funny way of being when ya know how to #flipTheScript ""simple tools to change how we live"" amazon.co.uk/dp/1693263742",20-Dec
1.2083E+18,@Loagz_Beatz,"NEW @JuiceWorlddd sad guitar #type beat  ""feelings aside"" available on my youtube, @BeatStars page and all other media!  bsta.rs/25316b2 #beats #producer #sadboy #music #sadmusic #depressed #acousticguitar #hiphop pic.twitter.com/iOGiEUjDAP",20-Dec
1.20798E+18,@paaksaf,#feeling down #suffered bereavement #depressed #mentalhealth seek counselling it’s good to talk pic.twitter.com/qAuZBcWHF3,20-Dec
1.20818E+18,@fat_barb,i have found myself so jaded and cynical lately i can't even get excited for follow friday #followfriday #depressed #lowfolloweraccountdepressed,20-Dec
1.20759E+18,@APainPrincess,"“I try to take it a day at a time; it’s hard to make plans because I don’t know how I’m going to feel… On bad days, I shut down…but I want to be reliable… This fatigued, #depressed person isn’t who I want to be but it’s who #chronicillness has made me.” buff.ly/2PAZNEu",19-Dec
1.2077E+18,@JPBrown5,"Depression can feel like the greatest of weights. It's soul-crushing.  The first word that comes to mind is ""#depressed.""  Depression limits your vocabulary. It removes possiblities.  Which is why it's so important to find new words, to find a new way.  newsletter.thementalhealthupdate.com/archive/217100",19-Dec
1.20783E+18,@CedarsSinai,"It’s very common for people to feel #depressed during the #HolidaySeason, so take time to check on those you love. 🎄🕎 ceda.rs/2Otzs9v",19-Dec
1.20778E+18,@BLAENAUFFESTNOW,If you're feeling down #depressed fed up of #Christmas #shit   Watch some #FatherTed & think of #WomensKnickers   The rest is just pants. pic.twitter.com/3N6LwPmyg6,19-Dec
1.20766E+18,@FaicDanish,"#Depression is classified as a mood disorder. It may b described as feelings of sadness,loss,or anger that interfere with a person’s everyday activities.  #depression #DepressionFeelsLike #depressed #depress #mentalhealth #MentalHealthAwareness #MentalHealthMatters #mentalillness pic.twitter.com/eGpAhWBeVI",19-Dec
1.20773E+18,@TheRealCocoJ,This pink hair was doing something! #TBT #depressed pic.twitter.com/NzvGeC8Zr6,19-Dec
1.20759E+18,@APainPrincess,"“I try to take it a day at a time; it’s hard to make plans because I don’t know how I’m going to feel… On bad days, I shut down…but I want to be reliable… This fatigued, #depressed person isn’t who I want to be but it’s who #chronicillness has made me.” buff.ly/2PAZNEu",19-Dec
1.2077E+18,@JPBrown5,"Depression can feel like the greatest of weights. It's soul-crushing.  The first word that comes to mind is ""#depressed.""  Depression limits your vocabulary. It removes possiblities.  Which is why it's so important to find new words, to find a new way.  newsletter.thementalhealthupdate.com/archive/217100",19-Dec
1.20783E+18,@CedarsSinai,"It’s very common for people to feel #depressed during the #HolidaySeason, so take time to check on those you love. 🎄🕎 ceda.rs/2Otzs9v",19-Dec
1.20778E+18,@BLAENAUFFESTNOW,If you're feeling down #depressed fed up of #Christmas #shit   Watch some #FatherTed & think of #WomensKnickers   The rest is just pants. pic.twitter.com/3N6LwPmyg6,19-Dec
1.20779E+18,@TrainingMindful,“Why Do I Feel Depressed Every Once in a While for No Reason?” lifehack.org/832119/why-do-… #depression #depressed mindfulness,19-Dec
1.20766E+18,@FaicDanish,"#Depression is classified as a mood disorder. It may b described as feelings of sadness,loss,or anger that interfere with a person’s everyday activities.  #depression #DepressionFeelsLike #depressed #depress #mentalhealth #MentalHealthAwareness #MentalHealthMatters #mentalillness pic.twitter.com/eGpAhWBeVI",19-Dec
1.20773E+18,@TheRealCocoJ,This pink hair was doing something! #TBT #depressed pic.twitter.com/NzvGeC8Zr6,19-Dec
1.2075E+18,@bpdbonkers,Why do I keep allowing myself to get close to people just to get hurt?! 😭😭 had enough.... After the week I've had I'm close to snapping point......  Urge to self harm is stronger than its been for ages....😭 hurting....feeling broken   #bpd #bdpfamily #depressed #depressed,18-Dec
1.2075E+18,@bpdbonkers,Am I such an awful person that I attract such pain and sadness into my life unknowingly?  Am I so horrible and evil that I just push everyone away or turn them against me?! Am I the reason that everything is soft in around me?! Am I the cause of it all?! 😭 #bpd #depressed pic.twitter.com/P0k9vzMEb6,18-Dec
1.20741E+18,@StressFreeKids,Feeling Down? Call a Friend #friends #depressed,18-Dec
1.2075E+18,@bpdbonkers,Why do I keep allowing myself to get close to people just to get hurt?! 😭😭 had enough.... After the week I've had I'm close to snapping point......  Urge to self harm is stronger than its been for ages....😭 hurting....feeling broken   #bpd #bdpfamily #depressed #depressed,18-Dec
1.2075E+18,@bpdbonkers,Am I such an awful person that I attract such pain and sadness into my life unknowingly?  Am I so horrible and evil that I just push everyone away or turn them against me?! Am I the reason that everything is soft in around me?! Am I the cause of it all?! 😭 #bpd #depressed pic.twitter.com/P0k9vzMEb6,18-Dec
1.20741E+18,@StressFreeKids,Feeling Down? Call a Friend #friends #depressed,18-Dec
1.20703E+18,@EdSupportUK,Different perspectives on #anxiety.  If you're #anxious or #depressed our helpline is here 24/7 to give you emotional support.  It's free & confidential on 08000 562561 ow.ly/7kte50xxvHg #StaffWellbeing #TeacherWellbeing pic.twitter.com/2b4CoJUNe8,17-Dec
1.20716E+18,@OneHandWonder99,Not even 15 minutes off of the plane and all my ugly friends wanna hang out. #depressed,17-Dec
1.20711E+18,@MariaSmilios,"When his wife went #blind and became #depressed, Mr. Kuroki planted 7000  #flowers so she could sit outside and smell them. Such heartwarming #story💕  buff.ly/2JE9tuS",17-Dec
1.20703E+18,@EdSupportUK,Different perspectives on #anxiety.  If you're #anxious or #depressed our helpline is here 24/7 to give you emotional support.  It's free & confidential on 08000 562561 ow.ly/7kte50xxvHg #StaffWellbeing #TeacherWellbeing pic.twitter.com/2b4CoJUNe8,17-Dec
1.20716E+18,@OneHandWonder99,Not even 15 minutes off of the plane and all my ugly friends wanna hang out. #depressed,17-Dec
1.20664E+18,@castcenters,"Do people drink because they are #depressed, or are they depressed because they drink? The answer, at this point in the research, is both.   Read our latest on the link between #alcohol misuse and the increased the risk of depression. #sobriety castcenters.com/blog/can-alcoh…",16-Dec
1.20661E+18,@10003Warriors,"Sickle Cell World Assesment Survey Results by @Novartis   We're Finally seeing the effects of #MentalHealth in #SickleCell coming to Light! 45% of patients surveyed report feeling #depressed, 44% feeling #anxious novartis.com/news/media-lib… @TunawiriCBO @mymindmyfunk @Rixpoet",16-Dec
1.20672E+18,@NashGibsonmusic,We all have bad/sad moments & sometimes wanna check out; Life ain't promised 2B rosy & chipper; Life just is. Music has helped me pass thru some very dark times & come into the light; Sending love 2 the #depressed now @IanHunterdotcom @MottTheHoople youtube.com/watch?v=AIaK7x…,16-Dec
1.20672E+18,@colbenjamin,From #veteran owned Front Porch Press (@BulverdeB ) #Depressed ? #PTSD ? List the things you are grateful for #daily and lift yourself out of #depression.  amazon.com/gp/product/172…,16-Dec
1.20664E+18,@castcenters,"Do people drink because they are #depressed, or are they depressed because they drink? The answer, at this point in the research, is both.   Read our latest on the link between #alcohol misuse and the increased the risk of depression. #sobriety castcenters.com/blog/can-alcoh…",16-Dec
1.20661E+18,@10003Warriors,"Sickle Cell World Assesment Survey Results by @Novartis   We're Finally seeing the effects of #MentalHealth in #SickleCell coming to Light! 45% of patients surveyed report feeling #depressed, 44% feeling #anxious novartis.com/news/media-lib… @TunawiriCBO @mymindmyfunk @Rixpoet",16-Dec
1.20681E+18,@ottolifestyle,"When I am immensely #depressed, I rest my clogged mind with a good #sleep so that I can wake-up and tackle the issues with a #clear and rested #Mindset. pic.twitter.com/LmvEPMCRJu",16-Dec
1.20672E+18,@NashGibsonmusic,We all have bad/sad moments & sometimes wanna check out; Life ain't promised 2B rosy & chipper; Life just is. Music has helped me pass thru some very dark times & come into the light; Sending love 2 the #depressed now @IanHunterdotcom @MottTheHoople youtube.com/watch?v=AIaK7x…,16-Dec
1.20676E+18,@modernonsocial,"If you’re still feeling #depressed after the #holidays are over, you may be dealing with more than just a case of the holiday blues. You should speak with your doctor about your symptoms. They can help you determine the cause and develop a treatment plan.",16-Dec
1.20672E+18,@colbenjamin,From #veteran owned Front Porch Press (@BulverdeB ) #Depressed ? #PTSD ? List the things you are grateful for #daily and lift yourself out of #depression.  amazon.com/gp/product/172…,16-Dec
1.20664E+18,@castcenters,"Do people drink because they are #depressed, or are they depressed because they drink? The answer, at this point in the research, is both.   Read our latest on the link between #alcohol misuse and the increased the risk of depression. #sobriety castcenters.com/blog/can-alcoh…",16-Dec
1.20661E+18,@10003Warriors,"Sickle Cell World Assesment Survey Results by @Novartis   We're Finally seeing the effects of #MentalHealth in #SickleCell coming to Light! 45% of patients surveyed report feeling #depressed, 44% feeling #anxious novartis.com/news/media-lib… @TunawiriCBO @mymindmyfunk @Rixpoet",16-Dec
1.20616E+18,@oviidaniel,"Many wonder why I #smile 😊 a lot. I spent past years #depressed, #sucidial & struggling wt feeling worthless. Today, I am grateful to God & all those who are strong pillars in my life. I now hv so much to be thankful, #happy and look forward to. Kings shall come to my rising! pic.twitter.com/a8gRzHPp7G",15-Dec
1.20642E+18,@dantehitt44,"The insecurity and self-attack you and I feel isn’t who we actually are.  Our default state is playful, expressive and inspired.  Not anxious, insecure and #depressed.  Someone put that negativity within us, it’s our job to heal and transcend it. pic.twitter.com/qYLaDAKZ5N",15-Dec
1.20628E+18,@8lettersuk,I think there needs to be a support group for the @BritishInEurope who've been back to the UK to visit family who voted to remove our right to live and work. #depressed and #sad,15-Dec
1.20616E+18,@oviidaniel,"Many wonder why I #smile 😊 a lot. I spent past years #depressed, #sucidial & struggling wt feeling worthless. Today, I am grateful to God & all those who are strong pillars in my life. I now hv so much to be thankful, #happy and look forward to. Kings shall come to my rising! pic.twitter.com/a8gRzHPp7G",15-Dec
1.20642E+18,@dantehitt44,"The insecurity and self-attack you and I feel isn’t who we actually are.  Our default state is playful, expressive and inspired.  Not anxious, insecure and #depressed.  Someone put that negativity within us, it’s our job to heal and transcend it. pic.twitter.com/qYLaDAKZ5N",15-Dec
1.20628E+18,@8lettersuk,I think there needs to be a support group for the @BritishInEurope who've been back to the UK to visit family who voted to remove our right to live and work. #depressed and #sad,15-Dec
1.20616E+18,@oviidaniel,"Many wonder why I #smile 😊 a lot. I spent past years #depressed, #sucidial & struggling wt feeling worthless. Today, I am grateful to God & all those who are strong pillars in my life. I now hv so much to be thankful, #happy and look forward to. Kings shall come to my rising! pic.twitter.com/a8gRzHPp7G",15-Dec
1.20642E+18,@dantehitt44,"The insecurity and self-attack you and I feel isn’t who we actually are.  Our default state is playful, expressive and inspired.  Not anxious, insecure and #depressed.  Someone put that negativity within us, it’s our job to heal and transcend it. pic.twitter.com/qYLaDAKZ5N",15-Dec
1.20628E+18,@8lettersuk,I think there needs to be a support group for the @BritishInEurope who've been back to the UK to visit family who voted to remove our right to live and work. #depressed and #sad,15-Dec
1.20608E+18,@Lofeeki,Lost a homie today to his oversized ego...... #depressed,14-Dec
1.20583E+18,@_EdwardLopez_,Don’t understand why I can never sleep in on the weekends 😭😭😭😭 #Depressed,14-Dec
1.20608E+18,@blackmoonrose13,I hate getting treated bad in my dnd group. Please tell me dnd can be fun. I am sick of being made fun of and insulted by my group. i dont like how they talk about me or my character or pressure me or make fun of how i take notes #DnD #dnd5e #dungeonsanddragons #depressed,14-Dec
1.20579E+18,@LauraB1983NL,"Totally unexpected...I lost a kilo! Celebrated it with a piece of chocolate LOL!   All I do is doing sport 3 times a week (spinning, boxing and soccer) and eat 1500 calories or less. Hell, I even eat pizza like once a week or 2 weeks!   #Depressed #anxiety #weightlossjourney pic.twitter.com/PPk4MQiXdk",14-Dec
1.20588E+18,@Yorvik187,"Mum back at home but looking very frail and tiny after her awful hospital experience. Like me, she's gutted about the election. #Depressed",14-Dec
1.20576E+18,@KingYkie07,Because of your positive thinking na overcome ko ang depression ko meme ❣️🙏 Thank you for the love ❤️ #depressed,14-Dec
1.20608E+18,@Lofeeki,Lost a homie today to his oversized ego...... #depressed,14-Dec
1.20583E+18,@_EdwardLopez_,Don’t understand why I can never sleep in on the weekends 😭😭😭😭 #Depressed,14-Dec
1.20608E+18,@blackmoonrose13,I hate getting treated bad in my dnd group. Please tell me dnd can be fun. I am sick of being made fun of and insulted by my group. i dont like how they talk about me or my character or pressure me or make fun of how i take notes #DnD #dnd5e #dungeonsanddragons #depressed,14-Dec
1.20579E+18,@LauraB1983NL,"Totally unexpected...I lost a kilo! Celebrated it with a piece of chocolate LOL!   All I do is doing sport 3 times a week (spinning, boxing and soccer) and eat 1500 calories or less. Hell, I even eat pizza like once a week or 2 weeks!   #Depressed #anxiety #weightlossjourney pic.twitter.com/PPk4MQiXdk",14-Dec
1.20588E+18,@Yorvik187,"Mum back at home but looking very frail and tiny after her awful hospital experience. Like me, she's gutted about the election. #Depressed",14-Dec
1.20576E+18,@KingYkie07,Because of your positive thinking na overcome ko ang depression ko meme ❣️🙏 Thank you for the love ❤️ #depressed,14-Dec
1.20608E+18,@Lofeeki,Lost a homie today to his oversized ego...... #depressed,14-Dec
1.20583E+18,@_EdwardLopez_,Don’t understand why I can never sleep in on the weekends 😭😭😭😭 #Depressed,14-Dec
1.20608E+18,@blackmoonrose13,I hate getting treated bad in my dnd group. Please tell me dnd can be fun. I am sick of being made fun of and insulted by my group. i dont like how they talk about me or my character or pressure me or make fun of how i take notes #DnD #dnd5e #dungeonsanddragons #depressed,14-Dec
1.20579E+18,@LauraB1983NL,"Totally unexpected...I lost a kilo! Celebrated it with a piece of chocolate LOL!   All I do is doing sport 3 times a week (spinning, boxing and soccer) and eat 1500 calories or less. Hell, I even eat pizza like once a week or 2 weeks!   #Depressed #anxiety #weightlossjourney pic.twitter.com/PPk4MQiXdk",14-Dec
1.20588E+18,@Yorvik187,"Mum back at home but looking very frail and tiny after her awful hospital experience. Like me, she's gutted about the election. #Depressed",14-Dec
1.20596E+18,@samanthajoule,"It's helpful not to look too far ahead. Even though #depression seems to want to gallop along. We could just focus on the next hour, or day, or week. We can't predict the future, things could change dramatically. But we may get relief by reining in our minds a little. #depressed",14-Dec
1.20576E+18,@KingYkie07,Because of your positive thinking na overcome ko ang depression ko meme ❣️🙏 Thank you for the love ❤️ #depressed,14-Dec
1.20561E+18,@BlessedAltarZin,Check the #BAZFriday XXXVI #UndergroundRecoForUndergroundManiacs with #ComandoPraetorio🇮🇹 #Depressed🇧🇷 @AlexOssNebes🇷🇺 @ATMFOUNDATION @Blacklionrecswe @TheKeyKeeper666 #WeAreBlessedAltarZine #TheZineSupportingTheUnderground blessedaltarzine.com/2019/12/13/baz…,13-Dec
1.2057E+18,@mia_roar,Time to pour another drink. 🥃#depressed #sadstoriesatchristmas #JoeBobsRedChristmas @kinky_horror @Shudder,13-Dec
1.20548E+18,@RH_Shiel,"Wow I look #depressed in this, but my actual mood is twitter.com/Zmorris1234/st… pic.twitter.com/wn0WrgmszT",13-Dec
1.20542E+18,@poppy_raven,England ur a fucking joke what the fuck is wrong with everyone #depressed,13-Dec
1.20544E+18,@UgandanAllstar,Most people are #Depressed because they are trying to fit in a #Puzzle.,13-Dec
1.2054E+18,@Braund1Mark,Is this like the Stockholm syndrome... where you grow to love your captors...?! #depressed,13-Dec
1.20561E+18,@BlessedAltarZin,Check the #BAZFriday XXXVI #UndergroundRecoForUndergroundManiacs with #ComandoPraetorio🇮🇹 #Depressed🇧🇷 @AlexOssNebes🇷🇺 @ATMFOUNDATION @Blacklionrecswe @TheKeyKeeper666 #WeAreBlessedAltarZine #TheZineSupportingTheUnderground blessedaltarzine.com/2019/12/13/baz…,13-Dec
1.2057E+18,@mia_roar,Time to pour another drink. 🥃#depressed #sadstoriesatchristmas #JoeBobsRedChristmas @kinky_horror @Shudder,13-Dec
1.20548E+18,@RH_Shiel,"Wow I look #depressed in this, but my actual mood is twitter.com/Zmorris1234/st… pic.twitter.com/wn0WrgmszT",13-Dec
1.20542E+18,@poppy_raven,England ur a fucking joke what the fuck is wrong with everyone #depressed,13-Dec
